"","state","city","zipcode","n_abi","n_abi_any_na_address_line_1","pct_abi_any_na_address_line_1","lon","lat"
"5322","MI","CEDAR","49621",12,1,8.33,-85.7940624806235,44.8461918220988
"5323","MI","CEDARVILLE","49719",12,1,8.33,NA,NA
"5324","MI","CENTER LINE","48015",17,1,5.88,-83.0271017582281,42.4810353857796
"5325","MI","CHARLEVOIX","49720",45,3,6.67,-85.2638537675302,45.3164473940417
"5326","MI","CHARLOTTE","48813",59,1,1.69,-84.8390202677125,42.5653600366417
"5327","MI","CHASSELL","49916",9,1,11.11,-88.5330673437272,47.031228235879
"5328","MI","CHEBOYGAN","49721",50,1,2,-84.4656218845889,45.644029646647
"5329","MI","CHESANING","48616",29,1,3.45,-84.1194208599809,43.1893743639136
"5330","MI","CLARKLAKE","49234",9,1,11.11,NA,NA
"5331","MI","CLARKSTON","48346",45,1,2.22,NA,NA
"5332","MI","CLIMAX","49034",4,1,25,-85.3360179687313,42.2383099110278
"5333","MI","CLINTON","49236",28,1,3.57,-83.9670957278472,42.0681834329096
"5334","MI","CLINTON TWP","48038",46,2,4.35,NA,NA
"5335","MI","COLDWATER","49036",75,2,2.67,-84.9975113752762,41.9397526913924
"5336","MI","COMMERCE TWP","48382",16,1,6.25,NA,NA
"5337","MI","CONSTANTINE","49042",15,1,6.67,-85.6638993085032,41.836585842274
"5338","MI","COOKS","49817",2,1,50,NA,NA
"5339","MI","COVINGTON","49919",2,1,50,-88.55594431065,46.5359622632298
"5340","MI","DEARBORN","48126",74,1,1.35,-83.2136146966562,42.3171297845688
"5341","MI","DELTON","49046",28,3,10.71,-85.4109671351513,42.4943640723486
"5342","MI","DETROIT","48204",246,4,1.63,-83.1123714002659,42.3572573853023
"5343","MI","DETROIT","48201",97,3,3.09,-83.1123714002659,42.3572573853023
"5344","MI","DETROIT","48235",311,2,0.64,-83.1123714002659,42.3572573853023
"5345","MI","DETROIT","48221",189,2,1.06,-83.1123714002659,42.3572573853023
"5346","MI","DETROIT","48219",218,2,0.92,-83.1123714002659,42.3572573853023
"5347","MI","DETROIT","48227",330,2,0.61,-83.1123714002659,42.3572573853023
"5348","MI","DETROIT","48213",232,1,0.43,-83.1123714002659,42.3572573853023
"5349","MI","DETROIT","48214",229,1,0.44,-83.1123714002659,42.3572573853023
"5350","MI","DETROIT","48226",64,1,1.56,-83.1123714002659,42.3572573853023
"5351","MI","DETROIT","48215",136,1,0.74,-83.1123714002659,42.3572573853023
"5352","MI","DETROIT","48236",7,1,14.29,-83.1123714002659,42.3572573853023
"5353","MI","DETROIT","48228",192,1,0.52,-83.1123714002659,42.3572573853023
"5354","MI","DEWITT","48820",30,1,3.33,-84.5763987806225,42.8358606236301
"5355","MI","DEXTER","48130",32,1,3.12,-83.8770175389205,42.3313350072286
"5356","MI","DORR","49323",19,1,5.26,-85.7220850502073,42.7255837185452
"5357","MI","DOUGLAS","49406",16,1,6.25,-86.2086281018361,42.6411719553525
"5358","MI","DRUMMOND ISLAND","49726",8,2,25,NA,NA
"5359","MI","DUNDEE","48131",25,1,4,-83.6630767445384,41.9639539604671
"5360","MI","DUTTON","49316",11,3,27.27,-85.5168686045387,42.7949748060853
"5361","MI","EAST LANSING","48823",137,3,2.19,-84.4778660704597,42.7484674475401
"5362","MI","EAST TAWAS","48730",27,1,3.7,-83.4822887876991,44.2900565097773
"5363","MI","EAST TAWAS","000NA",1,1,100,-83.4822887876991,44.2900565097773
"5364","MI","ECKERMAN","49728",5,1,20,NA,NA
"5365","MI","EDWARDSBURG","49112",15,1,6.67,-86.0836603197656,41.7964681342341
"5366","MI","EMPIRE","49630",5,1,20,-86.059673990737,44.809515257081
"5367","MI","ESCANABA","49829",58,1,1.72,-87.0717420076168,45.747164111757
"5368","MI","EVART","49631",33,1,3.03,-85.2682083754487,43.8995283244355
"5369","MI","EWEN","49925",7,1,14.29,-89.2854826165362,46.5312159546771
"5370","MI","FALMOUTH","49632",7,1,14.29,-85.0838354002328,44.2432747027897
"5371","MI","FARMINGTON HILLS","48331",28,1,3.57,-83.3773513205448,42.4869008606633
"5372","MI","FARWELL","48622",16,1,6.25,-84.8670233169389,43.8384825001469
"5373","MI","FENTON","48430",75,1,1.33,-83.7168435034948,42.8009216254326
"5374","MI","FLAT ROCK","48134",38,1,2.63,-83.2729628874275,42.0958429127311
"5375","MI","FLINT","48502",27,1,3.7,-83.6852149309313,43.0110352894535
"5376","MI","FLINT","48503",141,1,0.71,-83.6852149309313,43.0110352894535
"5377","MI","FLINT","48505",265,1,0.38,-83.6852149309313,43.0110352894535
"5378","MI","FOWLERVILLE","48836",26,1,3.85,-84.0716824164606,42.6594763058703
"5379","MI","FRANKLIN","48025",12,1,8.33,-83.3032525290208,42.5197091133907
"5380","MI","FRUITPORT","49415",18,2,11.11,-86.1561417186211,43.1247476798788
"5381","MI","GARDEN CITY","48135",52,3,5.77,-83.3381614886132,42.3255580287897
"5382","MI","GAYLORD","49735",56,2,3.57,-84.6749303096051,45.0151393991197
"5383","MI","GLEN ARBOR","49636",6,1,16.67,-85.9898632908513,44.8946582458491
"5384","MI","GRAND BLANC","48439",97,1,1.03,-83.6295057534791,42.9261454363318
"5385","MI","GRAND HAVEN","49417",87,2,2.3,-86.221326592302,43.05156658005
"5386","MI","GRAND LEDGE","48837",49,1,2.04,-84.7495666864392,42.7577195821669
"5387","MI","GRAND RAPIDS","49503",266,6,2.26,-85.6735020447053,42.9584548631552
"5388","MI","GRAND RAPIDS","49507",217,3,1.38,-85.6735020447053,42.9584548631552
"5389","MI","GRAND RAPIDS","49548",75,2,2.67,-85.6735020447053,42.9584548631552
"5390","MI","GRAND RAPIDS","49525",79,1,1.27,-85.6735020447053,42.9584548631552
"5391","MI","GRAND RAPIDS","49546",120,1,0.83,-85.6735020447053,42.9584548631552
"5392","MI","GRAND RAPIDS","49544",60,1,1.67,-85.6735020447053,42.9584548631552
"5393","MI","GRAND RAPIDS","49534",36,1,2.78,-85.6735020447053,42.9584548631552
"5394","MI","GRASS LAKE","49240",32,1,3.12,-84.2063618517661,42.2530267314528
"5395","MI","GREENVILLE","48838",70,2,2.86,-85.2505686027359,43.1820222608395
"5396","MI","GROSSE PTE FARMS","48236",26,1,3.85,-82.8989301166158,42.4362300366033
"5397","MI","HADLEY","48440",3,1,33.33,NA,NA
"5398","MI","HAMILTON","49419",29,1,3.45,NA,NA
"5399","MI","HANCOCK","49930",33,1,3.03,-88.603513517649,47.1396277217705
"5400","MI","HARBOR SPRINGS","49740",28,1,3.57,-84.9880952434709,45.4315932204262
"5401","MI","HARRIETTA","49638",5,1,20,-85.7007035486508,44.3117441648671
"5402","MI","HARRISON TWP","48045",18,1,5.56,NA,NA
"5403","MI","HARRISVILLE","48740",14,1,7.14,-83.2948217193764,44.6557802234882
"5404","MI","HARTLAND","48353",20,2,10,-83.7436684651786,42.6543635113373
"5405","MI","HASLETT","48840",15,1,6.67,-84.4135908393825,42.7567467519324
"5406","MI","HEMLOCK","48626",18,1,5.56,-84.2297928935572,43.4218167916656
"5407","MI","HESSEL","49745",4,1,25,NA,NA
"5408","MI","HICKORY CORNERS","49060",16,1,6.25,-85.3792522059161,42.4362000708094
"5409","MI","HIGGINS LAKE","48627",5,1,20,NA,NA
"5410","MI","HIGHLAND","48357",25,2,8,NA,NA
"5411","MI","HIGHLAND PARK","48203",146,2,1.37,-83.094765821967,42.403278937474
"5412","MI","HILLSDALE","49242",63,2,3.17,-84.6317592509241,41.9244354955437
"5413","MI","HOUGHTON","49931",47,2,4.26,-88.5747253371177,47.1130367243851
"5414","MI","HOUGHTON LAKE","48629",25,2,8,-84.7710694985186,44.3093468011346
"5415","MI","HOWARD CITY","49329",30,2,6.67,-85.4674814446381,43.3917322565062
"5416","MI","HOWELL","48843",77,1,1.3,-83.9389501412978,42.6087970521777
"5417","MI","HUDSONVILLE","49426",131,2,1.53,-85.8662654716815,42.8675850910372
"5418","MI","IDLEWILD","49642",9,1,11.11,NA,NA
"5419","MI","INKSTER","48141",89,1,1.12,-83.3147463857278,42.2910581103496
"5420","MI","IRON MOUNTAIN","49801",54,1,1.85,-88.0625887458974,45.8343319240373
"5421","MI","IRON RIVER","49935",33,1,3.03,-88.6404311010613,46.0997147727023
"5422","MI","IRONWOOD","49938",46,1,2.17,-90.1519417581315,46.4500909978186
"5423","MI","JACKSON","49203",126,2,1.59,-84.396263712715,42.2361357001498
"5424","MI","JACKSON","49201",94,1,1.06,-84.396263712715,42.2361357001498
"5425","MI","JONESVILLE","49250",21,1,4.76,-84.6644529344933,41.9775001828234
"5426","MI","KALAMAZOO","49007",123,3,2.44,-85.6012958471564,42.2784231128558
"5427","MI","KALAMAZOO","49001",108,2,1.85,-85.6012958471564,42.2784231128558
"5428","MI","KENTWOOD","49548",12,1,8.33,-85.5799877515231,42.8963446992702
"5429","MI","KINGSLEY","49649",27,2,7.41,-85.53740062697,44.5846068860814
"5430","MI","L ANSE","49946",12,3,25,-88.452441789588,46.7520599274025
"5431","MI","LAKE CITY","49651",33,2,6.06,-85.2071846378668,44.3274561495998
"5432","MI","LAKE LEELANAU","49653",11,1,9.09,-85.7167277098113,44.9809406733465
"5433","MI","LAKEVIEW","48850",22,1,4.55,-85.2758311559702,43.4415927077191
"5434","MI","LANSE","49946",15,2,13.33,-88.452441789588,46.7520599274025
"5435","MI","LANSING","48933",54,3,5.56,-84.5467772889844,42.7183805120708
"5436","MI","LANSING","48906",128,1,0.78,-84.5467772889844,42.7183805120708
"5437","MI","LANSING","48912",89,1,1.12,-84.5467772889844,42.7183805120708
"5438","MI","LANSING","48910",147,1,0.68,-84.5467772889844,42.7183805120708
"5439","MI","LAPEER","48446",75,2,2.67,-83.3281067013725,43.0437892029545
"5440","MI","LAURIUM","49913",10,1,10,-88.4376244364137,47.236164407693
"5441","MI","LINCOLN","48742",9,1,11.11,-83.4134419863825,44.6811713867954
"5442","MI","LINCOLN PARK","48146",77,2,2.6,-83.1807963463828,42.244542720601
"5443","MI","LOWELL","49331",52,1,1.92,-85.3440783604863,42.9381350569954
"5444","MI","LUDINGTON","49431",76,1,1.32,-86.4451634257349,43.9586025249075
"5445","MI","LYONS","48851",8,1,12.5,-84.9450319394732,42.9844424343053
"5446","MI","MANCHESTER","48158",21,1,4.76,-84.0345015189038,42.1468754396405
"5447","MI","MANISTIQUE","49854",35,1,2.86,-86.2465010005963,45.9580576957787
"5448","MI","MANTON","49663",25,2,8,-85.3983014571874,44.4124797032162
"5449","MI","MAPLE CITY","49664",9,1,11.11,-85.8572569539526,44.8569577298831
"5450","MI","MARENISCO","49947",3,1,33.33,-89.7125138596299,46.3731734108962
"5451","MI","MARLETTE","48453",25,2,8,-83.081938234336,43.3273790731418
"5452","MI","MARQUETTE","49855",96,2,2.08,-87.402447491313,46.5495966437901
"5453","MI","MARSHALL","49068",50,1,2,-84.9528361511905,42.2585923299624
"5454","MI","MATTAWAN","49071",21,2,9.52,-85.784921567142,42.2153828385902
"5455","MI","MENOMINEE","49858",43,1,2.33,-87.6223243531283,45.1260624686627
"5456","MI","MIDDLEVILLE","49333",22,1,4.55,-85.4657279737961,42.7115475076355
"5457","MI","MILLINGTON","48746",46,2,4.35,-83.5276017635614,43.2774241293742
"5458","MI","MIO","48647",34,1,2.94,-84.1468045602818,44.659278012605
"5459","MI","MOHAWK","49950",6,1,16.67,-88.3610749930084,47.3062736580324
"5460","MI","MONROE","48161",106,2,1.89,-83.3890638032749,41.9176140565811
"5461","MI","MONROE","48162",77,1,1.3,-83.3890638032749,41.9176140565811
"5462","MI","MONTROSE","48457",26,2,7.69,-83.8932107832019,43.1762134413882
"5463","MI","MORRICE","48857",10,1,10,-84.181409216982,42.833297940537
"5464","MI","MT CLEMENS","48043",71,1,1.41,-82.8788077263322,42.5969601257188
"5465","MI","MT MORRIS","48458",79,2,2.53,-83.7040828248819,43.0899951329364
"5466","MI","MT PLEASANT","48858",117,1,0.85,-84.7826926127795,43.5981567620305
"5467","MI","MUNISING","49862",26,2,7.69,-86.6162415699139,46.4244497850589
"5468","MI","MUSKEGON","49442",179,1,0.56,-86.2435039298577,43.2332442155252
"5469","MI","MUSKEGON","49441",121,1,0.83,-86.2435039298577,43.2332442155252
"5470","MI","MUSKEGON","49444",115,1,0.87,-86.2435039298577,43.2332442155252
"5471","MI","NASHVILLE","49073",14,1,7.14,-85.0937096243366,42.5999108379107
"5472","MI","NEW ERA","49446",18,1,5.56,-86.3478589506396,43.5617821276219
"5473","MI","NEW HAVEN","48048",16,1,6.25,-82.7937763372429,42.7325047083336
"5474","MI","NEW LOTHROP","48460",12,1,8.33,-83.9682172209678,43.1170252221503
"5475","MI","NILES","49120",123,3,2.44,-86.2337148176644,41.8483126836818
"5476","MI","NORTH BRANCH","48461",22,1,4.55,-83.1891823047354,43.2315124928244
"5477","MI","NORTHPORT","49670",12,1,8.33,-85.6190333720445,45.1317492623821
"5478","MI","OAK PARK","48237",119,3,2.52,-83.177843340091,42.4649447591948
"5479","MI","OAKLAND","48363",2,1,50,NA,NA
"5480","MI","OKEMOS","48864",37,1,2.7,-84.4201701321763,42.7074440699106
"5481","MI","ONTONAGON","49953",26,2,7.69,-89.313820729749,46.8686850092905
"5482","MI","OSHTEMO","49077",5,1,20,NA,NA
"5483","MI","OWOSSO","48867",89,1,1.12,-84.174675259665,42.9937975335453
"5484","MI","PARCHMENT","49004",12,1,8.33,-85.5701258686732,42.3259134343668
"5485","MI","PARIS","49338",9,1,11.11,-85.5062289419324,43.7817764697195
"5486","MI","PAW PAW","49079",55,1,1.82,-85.8925723571606,42.217958713936
"5487","MI","PELKIE","49958",6,3,50,-88.6395721557048,46.8123071671346
"5488","MI","PERRY","48872",38,2,5.26,-84.2189472406786,42.8215670055625
"5489","MI","PICKFORD","49774",10,1,10,NA,NA
"5490","MI","PLYMOUTH","48170",104,1,0.96,-83.4690225375682,42.3715386998461
"5491","MI","POINTE AUX PINS","49775",3,2,66.67,NA,NA
"5492","MI","PONTIAC","48341",99,3,3.03,-83.2918255062265,42.65393691165
"5493","MI","PONTIAC","48340",72,1,1.39,-83.2918255062265,42.65393691165
"5494","MI","PORT HOPE","48468",7,2,28.57,-82.7158365896954,43.9405183345321
"5495","MI","PORT HURON","48060",172,4,2.33,-82.433371698114,42.9866432406752
"5496","MI","PRESQUE ISLE","49777",4,1,25,-83.5015815124686,45.3284117506932
"5497","MI","QUINNESEC","49876",7,1,14.29,-87.9957315882069,45.8043867541444
"5498","MI","REDFORD","48239",92,1,1.09,-83.1123714002659,42.3572573853023
"5499","MI","REED CITY","49677",33,1,3.03,-85.4982981461315,43.8725952955753
"5500","MI","REESE","48757",17,1,5.88,-83.6891150097943,43.4539037812994
"5501","MI","REMUS","49340",17,1,5.88,NA,NA
"5502","MI","RICHMOND","48062",25,1,4,-82.7494066678402,42.8077841945205
"5503","MI","RIVERDALE","48877",6,1,16.67,-84.8388319644618,43.3828511242143
"5504","MI","RIVERVIEW","48193",25,1,4,-83.2031807448344,42.1700882375907
"5505","MI","RIVES JUNCTION","49277",14,1,7.14,NA,NA
"5506","MI","ROCHESTER","48307",52,1,1.92,-83.1214156081798,42.6875145123555
"5507","MI","ROGERS CITY","49779",31,1,3.23,-83.8141346128007,45.4172111144169
"5508","MI","ROSCOMMON","48653",49,1,2.04,-84.5913859562706,44.4894901535276
"5509","MI","ROSEVILLE","48066",103,4,3.88,-82.9434980387376,42.5105184942043
"5510","MI","SAGINAW","48603",116,3,2.59,-83.9508587928355,43.4276352080478
"5511","MI","SAGINAW","48607",59,1,1.69,-83.9508587928355,43.4276352080478
"5512","MI","SALINE","48176",60,3,5,-83.7754097374134,42.1774457302754
"5513","MI","SANFORD","48657",44,1,2.27,-84.380263362259,43.6772251314006
"5514","MI","SAUGATUCK","49453",11,1,9.09,-86.2047256963885,42.6616043140301
"5515","MI","SAULT STE MARIE","49783",84,1,1.19,-84.3664303071032,46.4872408012117
"5516","MI","SAWYER","49125",10,1,10,-86.6130931615981,41.8784369325277
"5517","MI","SCHOOLCRAFT","49087",15,1,6.67,-85.6360645369487,42.1178959794557
"5518","MI","SEBEWAING","48759",16,1,6.25,-83.4506433615422,43.7294353402698
"5519","MI","SHELBY TWP","48317",27,2,7.41,-83.0334206504993,42.6270783484694
"5520","MI","SHELBY TWP","48316",24,1,4.17,NA,NA
"5521","MI","SOUTH HAVEN","49090",92,1,1.09,-86.2733233784072,42.398922903181
"5522","MI","SOUTH RANGE","49963",4,1,25,-88.6455152657973,47.0704434664329
"5523","MI","SOUTHFIELD","48034",89,6,6.74,-83.2603655900391,42.4797101409411
"5524","MI","SOUTHFIELD","48075",185,1,0.54,-83.2603655900391,42.4797101409411
"5525","MI","SPRINGFIELD","49015",12,3,25,-85.2393382361379,42.3233540461694
"5526","MI","SPRINGFIELD TWP","48350",2,1,50,NA,NA
"5527","MI","ST CHARLES","48655",18,1,5.56,-84.1414846376256,43.2995527266145
"5528","MI","ST CLAIR SHORES","48080",38,1,2.63,-82.9001438364914,42.4959309350467
"5529","MI","ST JOSEPH","49085",78,3,3.85,-86.4840853370592,42.094205170537
"5530","MI","STERLING HEIGHTS","48310",37,1,2.7,-83.0305315152656,42.5833726688034
"5531","MI","STERLING HEIGHTS","48313",41,1,2.44,-83.0305315152656,42.5833726688034
"5532","MI","STEVENSVILLE","49127",27,1,3.7,-86.5238882680125,42.0115367799688
"5533","MI","SUTTONS BAY","49682",17,1,5.88,-85.6527776803491,44.9795075665926
"5534","MI","SWARTZ CREEK","48473",69,2,2.9,-83.8326748542898,42.9615910765371
"5535","MI","TEKONSHA","49092",7,1,14.29,-84.9883919823164,42.0961766491775
"5536","MI","THREE RIVERS","49093",85,3,3.53,-85.630304598567,41.9462288008719
"5537","MI","TOIVOLA","49965",3,3,100,NA,NA
"5538","MI","TROUT CREEK","49967",3,1,33.33,NA,NA
"5539","MI","TROY","48083",51,1,1.96,-83.148360548244,42.5791910582426
"5540","MI","UNION CITY","49094",22,2,9.09,-85.1438731793939,42.0670056278051
"5541","MI","VANDERBILT","49795",11,1,9.09,-84.6632283159748,45.1395945184255
"5542","MI","WALLACE","49893",10,1,10,NA,NA
"5543","MI","WALLOON LAKE","49796",3,1,33.33,-84.9422609781764,45.2708273740728
"5544","MI","WARREN","48092",69,2,2.9,-83.0263985847249,42.4927658538677
"5545","MI","WARREN","48091",71,1,1.41,-83.0263985847249,42.4927658538677
"5546","MI","WATERFORD","48329",46,1,2.17,NA,NA
"5547","MI","WATERFORD","48328",54,1,1.85,NA,NA
"5548","MI","WATERSMEET","49969",3,1,33.33,-89.2046850377315,46.2900763445457
"5549","MI","WAYNE","48184",74,1,1.35,-83.3876732969331,42.2769543647747
"5550","MI","WHITE PINE","49971",8,1,12.5,-89.5843284248953,46.7436822231969
"5551","MI","WHITMORE LAKE","48189",13,2,15.38,-83.7663043696985,42.4248108208884
"5552","MI","WHITTEMORE","48770",8,1,12.5,-83.803284785541,44.2337093570015
"5553","MI","WILLIAMSTON","48895",43,1,2.33,-84.284307688359,42.6837238070533
"5554","MI","WILLIS","48191",11,1,9.09,NA,NA
"5555","MI","WILSON","49896",5,1,20,NA,NA
"5556","MI","WINN","48896",5,2,40,-84.9008542824512,43.5184072740492
"5557","MI","WOODLAND","48897",7,1,14.29,-85.1354365638873,42.7242249764665
"5558","MI","WYANDOTTE","48192",78,3,3.85,-83.1558255614319,42.2082234774795
"5559","MI","WYOMING","49509",106,2,1.89,-85.6899622259467,42.8924654016908
"5560","MI","YPSILANTI","48197",193,1,0.52,-83.6196525217126,42.2428209246163
"5561","MI","ZEELAND","49464",110,2,1.82,-86.0129230961931,42.8126257140339
"5562","MN","ADA","56510",24,3,12.5,-96.5164324666545,47.3020555657924
"5563","MN","ADAMS","55909",7,1,14.29,-92.7189893893986,43.5621293258637
"5564","MN","AFTON","55001",9,1,11.11,-92.8145389308503,44.9056116483203
"5565","MN","AITKIN","56431",51,2,3.92,-93.7034358491603,46.5250223082819
"5566","MN","AKELEY","56433",16,3,18.75,-94.7274951836286,47.0032149051306
"5567","MN","ALBANY","56307",14,1,7.14,-94.5717593004129,45.628989228058
"5568","MN","ALBERT LEA","56007",84,1,1.19,-93.367524017509,43.6535604156188
"5569","MN","ALEXANDRIA","56308",111,3,2.7,-95.3668572859635,45.8794943588043
"5570","MN","ALMELUND","55002",2,1,50,NA,NA
"5571","MN","ALTURA","55910",11,1,9.09,-91.9394351834807,44.0606051033997
"5572","MN","ALVARADO","56710",5,2,40,-96.9988994092841,48.1930250554503
"5573","MN","ANGLE INLET","56711",1,1,100,-95.0666900561071,49.3466471902506
"5574","MN","ANGUS","56762",3,1,33.33,-96.7681183090345,48.1931206462514
"5575","MN","ANOKA","55304",12,1,8.33,-93.392762590743,45.2077778216565
"5576","MN","APPLE VALLEY","55124",67,3,4.48,-93.2022933275003,44.7447276694818
"5577","MN","APPLETON","56208",17,1,5.88,-96.018498054046,45.1973112648613
"5578","MN","ARGYLE","56713",9,2,22.22,-96.8162443296116,48.3384381390839
"5579","MN","ARLINGTON","55307",16,1,6.25,-94.0769554822295,44.6095428793268
"5580","MN","ASHBY","56309",13,3,23.08,-95.8166797890127,46.0948056016101
"5581","MN","ATWATER","56209",8,2,25,-94.7816513469127,45.1348157975897
"5582","MN","AUDUBON","56511",11,2,18.18,-95.9828051854739,46.8632042317862
"5583","MN","AUSTIN","55912",95,3,3.16,-92.9642889398076,43.6777258980279
"5584","MN","AVON","56310",13,1,7.69,-94.4879070700192,45.6094239359075
"5585","MN","BAGLEY","56621",36,11,30.56,-95.4080173099179,47.5265245994403
"5586","MN","BARNUM","55707",12,4,33.33,-92.6883480331521,46.5051901894549
"5587","MN","BATTLE LAKE","56515",24,3,12.5,-95.7348985938779,46.2771355360572
"5588","MN","BAUDETTE","56623",33,3,9.09,-94.5850370942401,48.7143753836362
"5589","MN","BEARDSLEY","56211",10,2,20,-96.7136974243042,45.5581311942312
"5590","MN","BELLE PLAINE","56011",19,1,5.26,-93.7686381525298,44.6214202930857
"5591","MN","BELLINGHAM","56212",9,3,33.33,-96.2839163347448,45.1355620029916
"5592","MN","BELTRAMI","56517",4,2,50,-96.527148660228,47.5379150455132
"5593","MN","BELVIEW","56214",8,1,12.5,-95.3295312368625,44.6042516075207
"5594","MN","BEMIDJI","56601",102,3,2.94,-94.8641243571246,47.4824688939985
"5595","MN","BENSON","56215",25,2,8,-95.6060451780279,45.3167674658204
"5596","MN","BERTHA","56437",11,1,9.09,-95.0629270980229,46.2702005592763
"5597","MN","BIGFORK","56628",13,3,23.08,-93.6515713598171,47.7458916134432
"5598","MN","BLACKDUCK","56630",19,2,10.53,-94.5479214238547,47.7258749731094
"5599","MN","BLOOMING PRAIRIE","55917",10,2,20,-93.0555107355473,43.8681865850169
"5600","MN","BLOOMINGTON","55425",19,1,5.26,-93.3177825633815,44.8240439880167
"5601","MN","BLOOMINGTON","55420",39,1,2.56,-93.3177825633815,44.8240439880167
"5602","MN","BLUE EARTH","56013",30,1,3.33,-94.107941101801,43.6449768567978
"5603","MN","BLUFFTON","56518",3,1,33.33,-95.2337917981594,46.4670410147831
"5604","MN","BOCK","56313",3,1,33.33,-93.5531288772508,45.7840732605174
"5605","MN","BOVEY","55709",12,1,8.33,-93.405347370388,47.2933852718485
"5606","MN","BOYD","56218",6,1,16.67,-95.8988481149934,44.8503537768989
"5607","MN","BRAINERD","56401",86,1,1.16,-94.1927647163449,46.3503374093315
"5608","MN","BRANDON","56315",17,3,17.65,-95.5943473192699,45.9676577518382
"5609","MN","BROOKLYN CENTER","55430",38,3,7.89,-93.3121711186428,45.0620094519896
"5610","MN","BROOKS","56715",1,1,100,-96.0015860287283,47.8149209045796
"5611","MN","BROWNS VALLEY","56219",15,1,6.67,-96.8332159010471,45.5930320463727
"5612","MN","BROWNTON","55312",9,1,11.11,-94.3500895991451,44.7336894020269
"5613","MN","BUCKMAN","56317",3,1,33.33,-94.0939738694077,45.8973198284481
"5614","MN","BUFFALO","55313",59,1,1.69,-93.8789038331207,45.175271864768
"5615","MN","BUFFALO LAKE","55314",5,1,20,-94.6178915659392,44.7375023737481
"5616","MN","BURNSVILLE","55337",110,1,0.91,-93.2796469733743,44.7708661809595
"5617","MN","BURTRUM","56318",4,1,25,-94.6873622171568,45.8658199099357
"5618","MN","CALEDONIA","55921",18,1,5.56,-91.4992528076061,43.6354268216724
"5619","MN","CAMBRIDGE","55008",52,2,3.85,-93.219856925935,45.5631153567029
"5620","MN","CAMPBELL","56522",3,2,66.67,-96.4052734330111,46.0987833518947
"5621","MN","CANBY","56220",11,1,9.09,-96.2683233886976,44.7181583491957
"5622","MN","CANNON FALLS","55009",36,3,8.33,-92.9009577333349,44.5118484199266
"5623","MN","CASS LAKE","56633",26,1,3.85,-94.6009473178543,47.377284258013
"5624","MN","CENTER CITY","55012",5,2,40,-92.8151915443497,45.3963179411397
"5625","MN","CHANHASSEN","55317",36,1,2.78,-93.5496790269248,44.845001878866
"5626","MN","CHISAGO CITY","55013",15,2,13.33,-92.9167036184398,45.341274377269
"5627","MN","CLAREMONT","55924",7,2,28.57,-92.9957393428715,44.048038107732
"5628","MN","CLARISSA","56440",18,1,5.56,-94.9488406778482,46.1296114461305
"5629","MN","CLARKFIELD","56223",12,1,8.33,-95.8068192784409,44.7908052851417
"5630","MN","CLARKS GROVE","56016",5,1,20,-93.3305935105628,43.7607838705634
"5631","MN","CLEARBROOK","56634",11,3,27.27,-95.4260005448734,47.6964007145977
"5632","MN","CLEMENTS","56224",4,1,25,-95.0547662107518,44.3800435545828
"5633","MN","CLIMAX","56523",6,1,16.67,-96.8120470416287,47.6095330867317
"5634","MN","CLINTON","56225",5,1,20,-96.4416672274046,45.465316405412
"5635","MN","CLITHERALL","56524",5,1,20,-95.6310096388036,46.2748800709367
"5636","MN","CLOQUET","55720",49,1,2.04,-92.4910677406568,46.7241731657943
"5637","MN","COHASSET","55721",11,1,9.09,-93.6396620263288,47.243814627867
"5638","MN","COKATO","55321",22,3,13.64,-94.1903137877209,45.0779222399921
"5639","MN","COLD SPRING","56320",18,1,5.56,-94.4301019151003,45.4607925615909
"5640","MN","COLERAINE","55722",4,1,25,-93.4660218761424,47.2616426954683
"5641","MN","COLLEGEVILLE","56321",7,2,28.57,NA,NA
"5642","MN","COMSTOCK","56525",4,1,25,-96.7472182463947,46.6590562109791
"5643","MN","COOK","55723",24,1,4.17,-92.6884683955607,47.8413406823805
"5644","MN","CORRELL","56227",8,1,12.5,-96.1626535921246,45.2305235698144
"5645","MN","COTTAGE GROVE","55016",47,1,2.13,-92.9233583243189,44.8196311212737
"5646","MN","COTTON","55724",2,1,50,NA,NA
"5647","MN","COTTONWOOD","56229",14,1,7.14,-95.6727043690689,44.6094286838706
"5648","MN","CROSBY","56441",24,2,8.33,-93.9572838321706,46.4930749864173
"5649","MN","CROSSLAKE","56442",21,1,4.76,-94.0930290728426,46.6751456903011
"5650","MN","CRYSTAL","55428",15,1,6.67,-93.3613299031826,45.036698445313
"5651","MN","DALTON","56324",12,4,33.33,-95.9157774850843,46.1731901872449
"5652","MN","DARWIN","55324",9,1,11.11,-94.4129677255767,45.0973930229858
"5653","MN","DE GRAFF","56271",2,2,100,-95.4674696071763,45.262417758574
"5654","MN","DEER RIVER","56636",30,6,20,-93.7950328446174,47.3409916596954
"5655","MN","DEERWOOD","56444",19,1,5.26,-93.9002773506346,46.4728944111241
"5656","MN","DELAVAN","56023",3,1,33.33,-94.0173868983712,43.7677067580884
"5657","MN","DENNISON","55018",4,1,25,-93.031096350714,44.409900628531
"5658","MN","DENT","56528",10,1,10,-95.71929939021,46.5542846029244
"5659","MN","DETROIT LAKES","56501",60,2,3.33,-95.8591381328806,46.8148555263648
