"","state","city","zipcode","n_abi","n_abi_any_na_address_line_1","pct_abi_any_na_address_line_1","lon","lat"
"2910","GA","TALBOTTON","31827",22,2,9.09,-84.5406793932785,32.676494792205
"2911","GA","TALLAPOOSA","30176",43,1,2.33,-85.3047405772216,33.7262366259079
"2912","GA","TATE","30177",14,2,14.29,NA,NA
"2913","GA","TEMPLE","30179",52,2,3.85,-85.0310855584564,33.734347511738
"2914","GA","THE ROCK","30285",7,1,14.29,-84.2354648837957,32.9621198223593
"2915","GA","THOMASTON","30286",144,3,2.08,-84.3306990281592,32.8899233022586
"2916","GA","THOMASVILLE","31792",189,1,0.53,-83.9797925475889,30.8405761214072
"2917","GA","THOMASVILLE","31757",49,1,2.04,-83.9797925475889,30.8405761214072
"2918","GA","THOMSON","30824",97,1,1.03,-82.5005745217232,33.4698457461512
"2919","GA","TIFTON","31794",151,2,1.32,-83.5094631278421,31.4595147750841
"2920","GA","TOCCOA","30577",142,7,4.93,-83.3301088844868,34.5810472327247
"2921","GA","TOOMSBORO","31090",11,1,9.09,-83.0810363004943,32.8206347279948
"2922","GA","TOWNSEND","31331",58,34,58.62,-81.4341179466458,31.3435822023937
"2923","GA","TRENTON","30752",73,5,6.85,-85.5087003026293,34.8749009120579
"2924","GA","TUCKER","30084",222,4,1.8,-84.1998652825702,33.8477481298181
"2925","GA","TUNNEL HILL","30755",43,2,4.65,-85.0435252556771,34.8490368478152
"2926","GA","TWIN CITY","30471",30,4,13.33,-82.1553541682357,32.5844093447672
"2927","GA","TYRONE","30290",45,1,2.22,-84.5928602505777,33.4784751148272
"2928","GA","UNADILLA","31091",26,3,11.54,-83.7352485470159,32.2596521831601
"2929","GA","UNION POINT","30669",34,1,2.94,-83.0746027966592,33.617426957206
"2930","GA","UVALDA","30473",18,2,11.11,-82.508257987919,32.0367522627986
"2931","GA","VALDOSTA","31601",267,4,1.5,-83.2765360696499,30.8407934626338
"2932","GA","VALDOSTA","31602",118,2,1.69,-83.2765360696499,30.8407934626338
"2933","GA","VIENNA","31092",66,1,1.52,-83.7886980622534,32.0903812529994
"2934","GA","VILLA RICA","30180",126,1,0.79,-84.9234069116011,33.7170557886042
"2935","GA","WALTHOURVILLE","31333",8,3,37.5,-81.6242192229154,31.7760884847969
"2936","GA","WARM SPRINGS","31830",19,1,5.26,-84.6782102584413,32.8864898514837
"2937","GA","WARNER ROBINS","31088",134,1,0.75,-83.6381537190558,32.594680567087
"2938","GA","WARTHEN","31094",13,2,15.38,-82.804072024057,33.0983774074167
"2939","GA","WARWICK","31796",20,1,5,-83.9205460324859,31.8300497778175
"2940","GA","WASHINGTON","30673",122,1,0.82,-82.7467013079189,33.7324205847012
"2941","GA","WATKINSVILLE","30677",80,1,1.25,-83.4071210183093,33.8623376739028
"2942","GA","WAYCROSS","31501",158,1,0.63,-82.3586990646543,31.2047659958378
"2943","GA","WAYNESBORO","30830",113,1,0.88,-82.0143692645366,33.0927687275323
"2944","GA","WAYNESVILLE","31566",15,1,6.67,-81.7883214013134,31.2271975172549
"2945","GA","WEST POINT","31833",62,1,1.61,-85.1450542264639,32.8938894355089
"2946","GA","WESTON","31832",2,1,50,NA,NA
"2947","GA","WILLACOOCHEE","31650",16,8,50,-83.0473894501083,31.3308262753497
"2948","GA","WINDER","30680",152,6,3.95,-83.7240840687857,33.9862170095332
"2949","GA","WINSTON","30187",36,1,2.78,-84.8590724608973,33.6177426192863
"2950","GA","WOODBINE","31569",56,2,3.57,-81.7231027459178,30.9629814063467
"2951","GA","WOODLAND","31836",14,1,7.14,-84.5606367233758,32.7875020642088
"2952","GA","WOODSTOCK","30188",190,2,1.05,-84.5165896354307,34.1081706311136
"2953","GA","WOODSTOCK","30189",53,1,1.89,-84.5165896354307,34.1081706311136
"2954","GA","WRIGHTSVILLE","31096",52,1,1.92,-82.7226660404649,32.727242128257
"2955","GA","YATESVILLE","31097",11,1,9.09,-84.1428190405556,32.9131677306121
"2956","GA","ZEBULON","30295",33,1,3.03,-84.3439253648569,33.0903457422232
"2957","GU","AGANA HEIGHTS","96919",2,2,100,NA,NA
"2958","GU","BARRIGADA","96913",13,2,15.38,NA,NA
"2959","GU","DEDEDO","96929",11,3,27.27,NA,NA
"2960","GU","HAGATNA","96910",54,41,75.93,NA,NA
"2961","GU","INARAJAN","96917",2,1,50,NA,NA
"2962","GU","MANGILAO","96913",6,3,50,NA,NA
"2963","GU","MERIZO","96916",2,2,100,NA,NA
"2964","GU","PITI","96915",3,1,33.33,NA,NA
"2965","GU","SANTA RITA","96915",4,1,25,NA,NA
"2966","GU","TALOFOFO","96915",3,1,33.33,NA,NA
"2967","GU","UMATAC","96915",2,1,50,NA,NA
"2968","GU","YIGO","96929",10,2,20,NA,NA
"2969","HI","AIEA","96701",97,7,7.22,-157.923514755319,21.386332956473
"2970","HI","ANAHOLA","96703",7,1,14.29,-159.314051340283,22.1446687194929
"2971","HI","CAPTAIN COOK","96704",16,1,6.25,-155.882194822824,19.501958631552
"2972","HI","ELEELE","96705",9,2,22.22,-159.581419162697,21.9056063732896
"2973","HI","EWA BEACH","96706",68,4,5.88,-158.009028322446,21.3124468884993
"2974","HI","HAIKU","96708",25,3,12,-156.300269001657,20.9175444458052
"2975","HI","HALEIWA","96712",24,1,4.17,-158.107976159007,21.5881830440388
"2976","HI","HANA","96713",13,1,7.69,-156.007377962439,20.7710250010063
"2977","HI","HANALEI","96714",17,3,17.65,-159.499415757897,22.2036241422044
"2978","HI","HANAPEPE","96716",12,1,8.33,-159.587678840377,21.917564691893
"2979","HI","HAUULA","96717",27,1,3.7,-157.912503229732,21.6089075324816
"2980","HI","HAWI","96719",12,1,8.33,-155.839568780261,20.2288878991701
"2981","HI","HILO","96720",164,15,9.15,-155.08690002034,19.6888746656751
"2982","HI","HOLUALOA","96725",8,1,12.5,-155.925425212734,19.6536706954154
"2983","HI","HONAUNAU","96726",10,4,40,-155.869609651188,19.4588490241389
"2984","HI","HONOKAA","96727",25,2,8,-155.467279668813,20.0773779759254
"2985","HI","HONOLULU","96813",132,7,5.3,NA,NA
"2986","HI","HONOLULU","96816",118,5,4.24,NA,NA
"2987","HI","HONOLULU","96819",117,4,3.42,NA,NA
"2988","HI","HONOLULU","96814",101,3,2.97,NA,NA
"2989","HI","HONOLULU","96817",197,3,1.52,NA,NA
"2990","HI","HONOLULU","96818",64,3,4.69,NA,NA
"2991","HI","HONOLULU","96825",34,3,8.82,-157.722635554785,21.2987057479033
"2992","HI","HONOLULU","96815",41,2,4.88,NA,NA
"2993","HI","HONOLULU","96821",35,2,5.71,-157.722635554785,21.2987057479033
"2994","HI","HONOLULU","96826",89,2,2.25,NA,NA
"2995","HI","HONOLULU","96822",113,1,0.88,NA,NA
"2996","HI","HONOMU","96728",8,1,12.5,-155.111779330268,19.8688540043321
"2997","HI","KAHULUI","96732",95,11,11.58,-156.463734807021,20.8664513174902
"2998","HI","KAILUA","96734",90,2,2.22,-157.74679348474,21.3895185795307
"2999","HI","KAILUA","96734",90,2,2.22,-155.98101552608,19.6446980777386
"3000","HI","KAILUA KONA","96740",78,11,14.1,-155.954645879365,19.5653306371415
"3001","HI","KALAHEO","96741",8,1,12.5,-159.526070457886,21.9126265881378
"3002","HI","KAMUELA","96743",43,6,13.95,-159.672524317144,21.9622814699369
"3003","HI","KANEOHE","96744",127,6,4.72,-157.796229287142,21.4019394849405
"3004","HI","KAPAA","96746",66,11,16.67,-159.344920106354,22.0892591039144
"3005","HI","KAPAAU","96755",25,6,24,-155.806125599694,20.2344729737429
"3006","HI","KAPOLEI","96707",52,3,5.77,-158.068643134762,21.3403061551046
"3007","HI","KAUNAKAKAI","96748",36,4,11.11,-156.99513174496,21.0889852016345
"3008","HI","KEAAU","96749",43,5,11.63,-155.048716808778,19.6204791591162
"3009","HI","KEALAKEKUA","96750",27,6,22.22,-155.910215839463,19.5276438235811
"3010","HI","KEKAHA","96752",15,2,13.33,-159.71144660538,21.9669217998139
"3011","HI","KIHEI","96753",58,6,10.34,-156.44093384114,20.7636265002985
"3012","HI","KILAUEA","96754",14,4,28.57,-159.393002447431,22.2098740906524
"3013","HI","KOLOA","96756",25,4,16,-159.463144801995,21.9041331895923
"3014","HI","KUALAPUU","96757",8,2,25,-157.06748024022,21.145110374788
"3015","HI","KULA","96790",22,5,22.73,-156.327887253454,20.7719801861649
"3016","HI","KURTISTOWN","96760",14,3,21.43,-155.063164225151,19.5941297364358
"3017","HI","LAHAINA","96761",70,6,8.57,-156.673650614304,20.8867292655547
"3018","HI","LAUPAHOEHOE","96764",5,2,40,-155.236096840392,19.9710047873108
"3019","HI","LIHUE","96766",69,6,8.7,-159.356118834869,21.9753782769073
"3020","HI","MAKAWAO","96768",44,11,25,-156.319725132457,20.8519451392391
"3021","HI","MILILANI","96789",80,4,5,-158.011895907042,21.4480279362931
"3022","HI","MOUNTAIN VIEW","96771",4,1,25,-155.151270195153,19.5470651667993
"3023","HI","NAALEHU","96772",18,3,16.67,-155.57557468258,19.0699078138582
"3024","HI","OCEAN VIEW","96737",10,1,10,-155.774445820338,19.0977391698578
"3025","HI","PAAUILO","96776",3,1,33.33,-155.363037895808,20.0471822300017
"3026","HI","PAHALA","96777",11,2,18.18,-155.477110333725,19.1988536734587
"3027","HI","PAHOA","96778",24,1,4.17,-154.954107802556,19.4948628946026
"3028","HI","PAIA","96779",21,4,19.05,-156.366236506411,20.9061864726649
"3029","HI","PAPAIKOU","96781",11,3,27.27,-155.095343034793,19.7920749490091
"3030","HI","PEARL CITY","96782",75,4,5.33,-157.957893418566,21.3981528014236
"3031","HI","PRINCEVILLE","96722",6,1,16.67,-159.479813763075,22.2156624146569
"3032","HI","PUKALANI","96788",6,1,16.67,-156.339959600761,20.8305970557113
"3033","HI","VOLCANO","96785",10,1,10,-155.28601269383,19.4935242760965
"3034","HI","WAHIAWA","96786",100,3,3,-158.027876910768,21.4977239465347
"3035","HI","WAIANAE","96792",144,9,6.25,-158.172399370478,21.4565332558748
"3036","HI","WAIKOLOA","96738",19,5,26.32,-155.804242006521,19.9435028764643
"3037","HI","WAILUKU","96793",85,6,7.06,-156.50711472187,20.8811432085858
"3038","HI","WAIPAHU","96797",164,8,4.88,-158.009627672717,21.3864003628237
"3039","IA","ADAIR","50002",14,1,7.14,-94.6434422839918,41.4968581906448
"3040","IA","AFTON","50830",7,1,14.29,-94.1951891854937,41.0274809334742
"3041","IA","ALDEN","50006",7,1,14.29,-93.372864507219,42.5105416596121
"3042","IA","ALEXANDER","50420",7,2,28.57,-93.4786569074725,42.8044049349314
"3043","IA","ALLERTON","50008",5,1,20,-93.3685987532142,40.7102163159584
"3044","IA","ALVORD","51230",2,1,50,-96.3037141454321,43.3418214844288
"3045","IA","AMES","50010",90,2,2.22,-93.6030860879515,42.0258967889868
"3046","IA","ANKENY","50021",62,1,1.61,-93.6096447673692,41.7263964933818
"3047","IA","ANKENY","50023",53,1,1.89,-93.6096447673692,41.7263964933818
"3048","IA","ANTHON","51004",9,1,11.11,-95.8655391824622,42.3878335884586
"3049","IA","APLINGTON","50604",14,1,7.14,-92.8845272305968,42.5815764386242
"3050","IA","ARCADIA","51430",8,1,12.5,-95.0432348664811,42.0862043545398
"3051","IA","ARGYLE","52619",6,1,16.67,-91.5669945482201,40.5366119239715
"3052","IA","ARISPE","50831",1,1,100,-94.2192431532748,40.9501187741116
"3053","IA","ARNOLDS PARK","51331",12,1,8.33,-95.122242732855,43.3599313243155
"3054","IA","ATLANTIC","50022",41,1,2.44,-95.0115068845582,41.3979055049675
"3055","IA","AUBURN","51433",5,1,20,-94.8777397519425,42.2495438886371
"3056","IA","AUDUBON","50025",21,1,4.76,-94.929881334118,41.7137180696652
"3057","IA","AVOCA","51521",5,1,20,-95.336153819579,41.4853542630517
"3058","IA","BARNUM","50518",3,1,33.33,-94.3651165894521,42.5059013216823
"3059","IA","BAXTER","50028",12,1,8.33,-93.1526338166817,41.8236468812833
"3060","IA","BELMOND","50421",19,1,5.26,-93.6090103684713,42.8463924267107
"3061","IA","BERWICK","50032",4,1,25,NA,NA
"3062","IA","BETTENDORF","52722",97,1,1.03,-90.4736538405623,41.5643310775866
"3063","IA","BIRMINGHAM","52535",4,2,50,-91.9472476591771,40.8779322535554
"3064","IA","BLAKESBURG","52536",8,2,25,-92.634468763974,40.9622764019366
"3065","IA","BLOOMFIELD","52537",44,1,2.27,-92.4191453844513,40.7455416326875
"3066","IA","BONAPARTE","52620",3,1,33.33,-91.8006610296732,40.6996175858582
"3067","IA","BONDURANT","50035",8,1,12.5,-93.462053745865,41.697485079845
"3068","IA","BRANDON","52210",11,3,27.27,-92.0045036023958,42.3144203119887
"3069","IA","BUCKEYE","50043",2,1,50,-93.3758201386668,42.4195208856826
"3070","IA","BURLINGTON","52601",129,2,1.55,-91.1273918686032,40.8055060873039
"3071","IA","CALAMUS","52729",8,2,25,-90.7587704847463,41.8257790338386
"3072","IA","CANTRIL","52542",3,1,33.33,-92.0684022850625,40.6414031617818
"3073","IA","CARLISLE","50047",16,1,6.25,-93.5263486393557,41.5075607283982
"3074","IA","CARROLL","51401",44,1,2.27,-94.860553791103,42.0677435727689
"3075","IA","CASCADE","52033",16,1,6.25,-91.0114257889508,42.300905287964
"3076","IA","CEDAR FALLS","50613",100,1,1,-92.4555740726528,42.5203106442549
"3077","IA","CEDAR RAPIDS","52402",129,4,3.1,-91.6843956888958,41.9699442399674
"3078","IA","CEDAR RAPIDS","52405",77,1,1.3,-91.6843956888958,41.9699442399674
"3079","IA","CENTERVILLE","52544",58,1,1.72,-92.8725401221364,40.7299484672166
"3080","IA","CHARLOTTE","52731",10,1,10,-90.4682862853364,41.9637561585236
"3081","IA","CHARTER OAK","51439",13,2,15.38,-95.5879002786887,42.0676277103077
"3082","IA","CHESTER","52134",4,2,50,-92.3631385741613,43.4923198179286
"3083","IA","CHURDAN","50050",11,2,18.18,-94.480506295071,42.1534620200396
"3084","IA","CLARKSVILLE","50619",13,2,15.38,-92.6678408253676,42.7773925484556
"3085","IA","CLEAR LAKE","50428",47,1,2.13,-93.3791338452034,43.1312338899159
"3086","IA","CLEMONS","50051",5,1,20,-93.1586775124725,42.1139107423632
"3087","IA","CLINTON","52732",126,2,1.59,-90.2172096987675,41.8528078288867
"3088","IA","COLUMBUS CITY","52737",3,2,66.67,-91.3747654962782,41.2594347464869
"3089","IA","COLUMBUS JCT","52738",17,1,5.88,-91.3653003975134,41.2782747565925
"3090","IA","COUNCIL BLUFFS","51503",115,2,1.74,-95.8651381540884,41.2281015076329
"3091","IA","CRESCO","52136",33,1,3.03,-92.115125785187,43.3653045613711
"3092","IA","DANVILLE","52623",12,1,8.33,-91.314505442041,40.8598534506105
"3093","IA","DAVENPORT","52806",86,3,3.49,-90.6052385207298,41.5395969548364
"3094","IA","DAVENPORT","52801",13,1,7.69,-90.6052385207298,41.5395969548364
"3095","IA","DAVENPORT","52803",102,1,0.98,-90.6052385207298,41.5395969548364
"3096","IA","DAVENPORT","52807",43,1,2.33,-90.6052385207298,41.5395969548364
"3097","IA","DAYTON","50530",16,1,6.25,-94.0708395666918,42.262419127074
"3098","IA","DECATUR","50067",5,3,60,-93.833628281757,40.7441034977712
"3099","IA","DECORAH","52101",58,1,1.72,-91.7915976030697,43.3016168900967
"3100","IA","DENISON","51442",45,3,6.67,-95.3536445145157,42.0084258816559
"3101","IA","DES MOINES","50315",107,3,2.8,-93.6164960177914,41.5729798773719
"3102","IA","DES MOINES","50316",82,2,2.44,-93.6164960177914,41.5729798773719
"3103","IA","DES MOINES","50317",142,2,1.41,-93.6164960177914,41.5729798773719
"3104","IA","DES MOINES","50309",75,1,1.33,-93.6164960177914,41.5729798773719
"3105","IA","DES MOINES","50312",54,1,1.85,-93.6164960177914,41.5729798773719
"3106","IA","DES MOINES","50311",78,1,1.28,-93.6164960177914,41.5729798773719
"3107","IA","DONAHUE","52746",3,1,33.33,-90.674471184643,41.6887707620037
"3108","IA","DOW CITY","51528",9,1,11.11,-95.4945168403799,41.9269006597915
"3109","IA","DOWS","50071",12,2,16.67,-93.5012282450692,42.6592422140326
"3110","IA","DUBUQUE","52001",143,3,2.1,-90.691276336858,42.4838072499945
"3111","IA","DUNCOMBE","50532",9,1,11.11,-93.9952759217002,42.4677943590001
"3112","IA","EAGLE GROVE","50533",26,1,3.85,-93.9022996942448,42.6735879890037
"3113","IA","EARLHAM","50072",20,1,5,-94.1205165513366,41.4947073099991
"3114","IA","ELDRIDGE","52748",18,1,5.56,-90.5785807541967,41.6388782853117
"3115","IA","ELKADER","52043",18,1,5.56,-91.4037208562199,42.8577994135296
"3116","IA","ELY","52227",5,1,20,-91.5834556521004,41.8773092425037
"3117","IA","FAIRBANK","50629",8,1,12.5,-92.0501958574095,42.6397620092748
"3118","IA","FAIRFAX","52228",7,2,28.57,-91.7834679332854,41.9257661739521
"3119","IA","FAIRFIELD","52556",66,3,4.55,-91.9702209954344,41.0080061402415
"3120","IA","FARLEY","52046",7,1,14.29,-91.0072475802268,42.4440145611548
"3121","IA","FARMINGTON","52626",15,1,6.67,-91.7380385893969,40.6373314254396
"3122","IA","FONDA","50540",7,3,42.86,-94.8454997689599,42.5847032997069
"3123","IA","FORT MADISON","52627",63,1,1.59,-91.3511416484801,40.6184129051118
"3124","IA","GARDEN GROVE","50103",6,5,83.33,-93.6072632504287,40.8279401600037
"3125","IA","GARNAVILLO","52049",11,1,9.09,-91.2359843135619,42.8668005044591
"3126","IA","GARNER","50438",26,2,7.69,-93.6045623105097,43.101547920434
"3127","IA","GARRISON","52229",6,1,16.67,-92.1442625671533,42.1449826274277
"3128","IA","GLADBROOK","50635",10,1,10,-92.7142292895159,42.1853419661485
"3129","IA","GRAND RIVER","50108",8,6,75,-93.9627902312089,40.8198484951741
"3130","IA","GRANT","50847",1,1,100,-94.9847542560571,41.1428613243881
"3131","IA","GREEN MOUNTAIN","50632",6,1,16.67,-92.8196223084531,42.10192573912
"3132","IA","GRIMES","50111",18,1,5.56,-93.7924096537423,41.6748060247872
"3133","IA","GRUVER","51344",1,1,100,-94.7035521354687,43.393080545043
"3134","IA","HAMLIN","50117",2,1,50,NA,NA
"3135","IA","HANCOCK","51536",5,1,20,-95.363692729463,41.394201355468
"3136","IA","HAZLETON","50641",6,1,16.67,-91.9067739552876,42.6139952602655
"3137","IA","HOLY CROSS","52053",4,1,25,-90.9965613285861,42.6012925062008
"3138","IA","HOPKINTON","52237",6,1,16.67,-91.2489959689921,42.3416248746693
"3139","IA","HUDSON","50643",11,1,9.09,-92.4464047352835,42.4293467600319
"3140","IA","INDIANOLA","50125",74,3,4.05,-93.5646320240268,41.3655511675982
"3141","IA","INWOOD","51240",12,4,33.33,-96.4344036989114,43.3092933265575
"3142","IA","IOWA CITY","52240",81,2,2.47,-91.5216522707799,41.6483742203235
"3143","IA","IRA","50127",2,1,50,NA,NA
"3144","IA","JEWELL","50130",12,1,8.33,NA,NA
"3145","IA","JOHNSTON","50131",33,1,3.03,-93.7056480524792,41.7027939675955
"3146","IA","JOLLEY","50551",1,1,100,-94.7196948943256,42.480189213953
"3147","IA","KELLERTON","50133",4,1,25,-94.0485682298311,40.7123990400483
"3148","IA","KEOKUK","52632",73,2,2.74,-91.3994232790936,40.4089936114648
"3149","IA","KEOSAUQUA","52565",16,4,25,-91.960377904228,40.7346880870239
"3150","IA","KESLEY","50649",3,1,33.33,NA,NA
"3151","IA","LAKE CITY","51449",18,1,5.56,-94.7333063889276,42.263863759974
"3152","IA","LAMONI","50140",18,4,22.22,-93.9256720114242,40.6236546259938
"3153","IA","LAMONT","50650",12,2,16.67,-91.6402934945003,42.5985089028462
"3154","IA","LARCHWOOD","51241",5,1,20,-96.4346091618404,43.4563601306614
"3155","IA","LAWLER","52154",7,1,14.29,-92.1532950740189,43.0722745645798
"3156","IA","LE GRAND","50142",4,1,25,-92.7763099049773,42.0066651146367
"3157","IA","LE MARS","51031",51,2,3.92,-96.1712652283491,42.7805570468051
"3158","IA","LEIGHTON","50143",5,1,20,-92.7868975844899,41.3383466151986
"3159","IA","LENOX","50851",12,1,8.33,-94.5606573925709,40.8817644773979
"3160","IA","LEON","50144",41,3,7.32,-93.754720475742,40.7394617944192
"3161","IA","LESTER","51242",4,1,25,-96.3314341284493,43.4403010911011
"3162","IA","LIDDERDALE","51452",5,1,20,-94.7836752115417,42.1188259421366
"3163","IA","LIME SPRINGS","52155",9,1,11.11,-92.2808867828095,43.4541934087652
"3164","IA","LINEVILLE","50147",14,1,7.14,-93.5231765195566,40.5860343059131
"3165","IA","LIVERMORE","50558",8,2,25,-94.1837577167483,42.8685241036531
"3166","IA","LOHRVILLE","51453",9,1,11.11,-94.5495536402951,42.2666282285659
"3167","IA","LOST NATION","52254",8,1,12.5,-90.8181372041104,41.9675552363585
"3168","IA","LOWDEN","52255",11,2,18.18,-90.9221243851259,41.8587993095243
"3169","IA","LU VERNE","50560",8,1,12.5,-94.0794802356811,42.9117585702501
"3170","IA","LUTHER","50152",2,1,50,-93.8176442098223,41.9669037544567
"3171","IA","MACEDONIA","51549",3,1,33.33,-95.4280266055474,41.1910769072279
"3172","IA","MANCHESTER","52057",30,1,3.33,-91.4514878325338,42.4848309913709
"3173","IA","MARION","52302",87,1,1.15,-91.5796943196317,42.0459938008105
"3174","IA","MARSHALLTOWN","50158",116,1,0.86,-92.9192549834479,42.0324472608257
"3175","IA","MASON CITY","50401",97,1,1.03,-93.1915197487956,43.1412445080763
"3176","IA","MASONVILLE","50654",2,1,50,-91.5907741840203,42.4788316179222
"3177","IA","MAYNARD","50655",7,1,14.29,-91.877445181535,42.7706611535332
"3178","IA","MELVIN","51350",4,1,25,-95.6064432890672,43.2837944950091
"3179","IA","MENLO","50164",6,2,33.33,-94.402913042496,41.5216002798407
"3180","IA","MIDDLETOWN","52638",2,2,100,-91.2603398447638,40.8283850116961
"3181","IA","MILLERTON","50165",3,2,66.67,-93.3069378661866,40.84965200236
"3182","IA","MONDAMIN","51557",12,1,8.33,-96.0211446297646,41.7092370863534
"3183","IA","MONTOUR","50173",3,1,33.33,-92.7170634013078,41.9794422039358
"3184","IA","MONTROSE","52639",14,1,7.14,-91.4167187916247,40.525834904069
"3185","IA","MOORHEAD","51558",5,4,80,-95.8518584042107,41.9232970560359
"3186","IA","MORLEY","52312",3,2,66.67,-91.2458790647414,42.0061751173205
